source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
Shunt_Classification_Cheetsheat.pdf,Page 11,Unknown,,,"# Update clips with field for rectangle markings (EP23) 
            for idx in ep23_indexes: 
                self._mark_ligation_rect(clip_list, idx, ""ep_ligation_rect2"") 
 
            # Update cli"
Shunt_Classification_Cheetsheat.pdf,Page 11,Unknown,,,"for idx in ep12_indexes: 
                self._mark_ligation_rect(clip_list, idx, ""ep_ligation_rect"") 
 
            # Not yet implemented: Special case where one of the RP32 is close to N2 (Fig 6.28"
Shunt_Classification_Cheetsheat.pdf,Page 11,3,Ligate the EP at,EP at N2,"# Ligation for shunt type 3 
        if st3: 
            ligation = [] 
            ask_aplastic = True  # Not yet implemented: Aplastic segment 
 
            if not many_rp3: 
                ligat"
Shunt_Classification_Cheetsheat.pdf,Page 11,2,Ligate every refluxing tributary,refluxing tributary where it joins the N2 | N2 (first step,"elif many_rp3: 
                ligation.append( 
                    ""• Ligate every refluxing tributary where it joins the N2 (first step of CHIVA 2)\n"" 
                ) 
 
            if ep12_at_"
Shunt_Classification_Cheetsheat.pdf,Page 11,Unknown,,reflux at proximal N2,"ligation.append( 
                    ""• Follow up from 6 weeks to 6/12 months to assess reflux at proximal N2"" 
                    ""\n• If there is reflux, the SFJ must be treated/ligated\n"""
Shunt_Classification_Cheetsheat.pdf,Page 11,Unknown,,,") 
            if ep12_at_hunterian: 
                ask_reflux_perforator = True 
 
            # Update clips with field for rectangle markings (EP23)"
Shunt_Classification_Cheetsheat.pdf,Page 12,2,Ligate highest EP at,EP at N2,"# Ligation for shunt type 2 
        if st2a or st2b or st2c: 
            ligation.append(""• Ligate highest EP at N2->N3\n"") 
 
            if many_rp3: 
                ligation.append( 
           "
Shunt_Classification_Cheetsheat.pdf,Page 12,No shunt,,,"# Ligation for no shunt types detected 
        if not st_detected: 
            ligation = [] 
 
        return { 
            ""ST1"": st1, 
            ""ST3"": st3, 
            ""ST12"": st12,"
Shunt_Classification_Cheetsheat.pdf,Page 12,Unknown,,,"""refluxPersists"": reflux_persists, 
            ""EP12AtSFJ"": ep12_at_sfj, 
            ""EP1AtHunterian"": ep12_at_hunterian, 
            ""EP23"": ep23, 
            ""RP32"": rp32, 
            ""RP31"": r"
Shunt_Classification_Cheetsheat.pdf,Page 12,Unknown,,,"""RP21"": rp21, 
            ""reasoning"": reasoning, 
            ""ligation"": ligation, 
            ""updatedClipList"": clip_list, 
            ""askDiameter"": ask_diameter,"
Shunt_Classification_Cheetsheat.pdf,Page 13,Unknown,"ligate all RP21 except most distal 
        rp21_sorted = sorted(rp21_indexes, key=lambda t: t[1]) 
",,"# Add rectangles to ligate all RP21 except most distal 
        rp21_sorted = sorted(rp21_indexes, key=lambda t: t[1]) 
        rp21_to_ligate = rp21_sorted[:-1]  # all except last RP 
 
        for i"
Shunt_Classification_Cheetsheat.pdf,Page 13,2,"ligate_highest_ep23(self, clip_list: list[dict[str, Any]], ep23_y_indexes: list) -> None: 
        #",,"self._mark_ligation_rect(clip_list, idx, ""rp_ligation_rect"") 
 
    def _ligate_highest_ep23(self, clip_list: list[dict[str, Any]], ep23_y_indexes: list) -> None: 
        # For shunt type 2, add rect"
Shunt_Classification_Cheetsheat.pdf,Page 13,Unknown,,,"ep23_sorted = sorted(ep23_y_indexes, key=lambda t: t[1]) 
        highest_ep_idx = ep23_sorted[0][0]  # all except last RP 
 
        self._mark_ligation_rect(clip_list, highest_ep_idx, ""ep_ligation_r"
Shunt_Classification_Cheetsheat.pdf,Page 13,Unknown,,,"def _mark_ligation_rect(self, clip_list: list[dict[str, Any]], index: int, field_name: str) -> None: 
        # Update clips with field for rectangle markings (e.g. EP23) 
        original = clip_list"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 5,Unknown,,,"v
During the 1970s and in the 1980s, we had more and more patients who 
needed a saphena bypass wherein the saphenous vein was unfortunately 
destroyed by a previous surgical or endovenous treatment. "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 5,Unknown,,,"CHIVA cure (French acronym for “cure Hémodynamique et Conservatrice de 
l’Insuffisance Veineuse en Ambulatoire”) published in 1988.
As conservation is a pillar, CHIVA was received as provocative nonse"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 6,Unknown,,,"CHIVA is also a scientific and intellectual challenge which demands a 
reconsideration of the mainstream knowledge and personal habits, a steep 
learning curve of the appropriate venous haemodynamics "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 6,Unknown,,,"Patient information should point out the risks/benefits based on medical 
evidence. That is like kicking down an open door if we refer to the Hippocratic 
oath “I am following that system of regimen w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 6,Unknown,,,"CHIVA concepts and strategy are applicable to deep venous diseases, particu-
larly post-thrombotic, and also to venous malformations.
Many thanks and congratulations to the authors who are renowned wo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 7,Unknown,,,"and discussion groups allowed us to sharpen our minds about the open ques-
tions. We deeply thank all the colleagues around the world who have contrib-
uted scientifically and practically to the devel"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 9,Unknown,,,"x
Part III  Other Venous Sparing Techniques
	12	 Ambulatory Selective Varices Ablation Under Local  
Anaesthesia (ASVAL)��������������������������������������������������������������������  253
Paul"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 12,Unknown,,,"•	 The studies of the Lofgren group performed at 
the Mayo Clinic, who compared high ligation 
vs. stripping, seemed undebatable [1, 2].
Moreover, stripping was considered the cor-
nerstone of chronic"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 12,Unknown,,,"•	 Although Quill [3] demonstrated the possibility 
of reversing sapheno-femoral refluxes with a 
correct combination of sclerotherapy and com-
pression, the first randomized clinical trial in the 
hi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 13,Unknown,,,"1.1.1	
Anatomy and Physiology
In the following years, further scientific evidence 
pointed out the multifocal origin of venous reflux, 
in opposition to the more traditional vision of a 
simple desce"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 13,3,,,"1.1.2	
Vein Wall Recovery
A mistaken belief was to consider the chronic 
pathology of the great saphenous vein as biologi-
cally irreversible in the course of primary chronic 
venous disease. This wa"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 13,Unknown,,,"CHIVA and compression treatment, Zamboni 
proved the efficacy of sparing the saphenous 
trunk also in the most severe ulcer patients [26].
A first long-term randomized control trial was 
published by "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 14,2,,,"5
reflux in more than 66% of cases at 4-year fol-
low-­up and 64% at 10-year follow-up [28, 29].
In 2010 Pares confirmed the smaller recur-
rence rate of a saphenous sparing approach com-
pared to a t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 14,Unknown,,,"1.2	
Rationale
Saphenous sparing rationale takes into consider-
ation the pressure gradient overload occurring in 
case of venous reflux.
The rationale of the strategy is the application of 
the laws"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"11.	Cappelli M, Molino Lova R, Ermini S, Zamboni 
P.  Hemodynamics of the sapheno-femoral junction. 
Patterns of reflux and their clinical implications. Int 
Angiol. 2004;23(1):25–8."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"20.	Creton D. Diameter reduction of the proximal long 
saphenous vein after ablation of a distal incompetent 
tributary. Dermatol Surg. 1999;25(5):394–7."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"23.	Mendoza E. Diameter reduction of the great saphe-
nous vein and the common femoral vein after CHIVA: 
long term results. Phlebologie. 2013;42:65–9. https://
doi.org/10.12687/phleb2127_2_2013."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"26.	Zamboni P, Cisno C, Marchetti F, Mazza P, Fogato L, 
Carandina S, De Palma M, Liboni A. Minimally inva-
sive surgical management of primary venous ulcers 
vs. compression treatment: a randomized c"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"27.	Carandina S, Mari C, De Palma M, Marcellino MG, 
Cisno C, Legnaro A, Liboni A, Zamboni P. Varicose 
vein stripping vs haemodynamic correction (CHIVA): 
a long term randomised trial. Eur J Vasc End"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"28.	Pittaluga P, Chastanet S, Réa B, Barbe R. Midterm 
results of the surgical treatment of varices by phlebec-
tomy with conservation of a refluxing saphenous vein. 
J Vasc Surg. 2009;50:107–18."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 15,Unknown,,,"29.	Pittaluga P, Chastanet S.  Treatment of varicose 
veins by ASVAL: results at 10 years. Ann Vasc 
Surg. 
2017;38:e10. 
https://doi.org/10.1016/j.
avsg.2016.07.021. Epub 2016 Oct 11."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 16,Unknown,,,"34.	Mendoza E, Amsler F.  CHIVA with endolumi-
nal procedures: LASER versus VNUS—­treatment 
of 
the 
saphenofemoral 
junction. 
Phlebologie. 
2017;46:5–12."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 17,Unknown,,"ep veins, “N2 | N3” for the ep","2.1	
Introduction
Lower limb venous anatomy knowledge is not 
necessary just for getting oriented inside the 
drainage routes. Rather it is fundamental for a 
proper comprehension of the architecture"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 18,Unknown,,,"10
Ricci investigated in corpses and ultrasound the 
relationships of saphenous veins and fasciae [8–
12], and finally the fascia saphena and the saphe-
nous compartment found their way into the 
nome"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 18,Unknown,,ep anatomical compartment (N1,"2.2	
Anatomical Compartments
In the description of the lower limb venous anat-
omy, three different compartments can be identi-
fied, based on their relationship to the muscular 
fascia: below the fa"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 19,Unknown,,,"•	 Protection from heat and cold
The first function is provided by the skin, 
helped by the blood supply with antimicrobial 
cells (leucocytes). The second function is pro-
vided by the fatty tissue a"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 20,Unknown,,,"2.2.3	
The Fascial Compartment 
of the Saphenous Veins
We have seen that the deep compartment is 
responsible for deambulation and standing posi-
tion, the superficial compartment for temperature 
ho"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 21,Unknown,,N1) are rep,"13
sparing strategies. They are based on the three 
networks and always kept as simple as possible to 
allow a better understanding. The deep veins 
(N1) are represented in dark blue as a line – one 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 21,Unknown,,N2) are rep,"In case the deep vein system has a special aspect, 
obviously, this can be implemented in the draw-
ing, adding another line in dark blue to the deep 
veins. The saphenous veins (N2) are represented 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 21,Unknown,,,"the deep vein at the level of the junctions (see 
Fig. 2.5a). Giacomini vein and anterior accessory 
saphenous vein are only painted if directly 
involved in the pathology or haemodynamic 
situation ("
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 21,Unknown,,,"only represented in case of pathology. In a tribu-
tary necessary for a drainage, it will be repre-
sented in orange. Refluxive vessels, independently 
of the level, are represented in red. Arrows nex"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 21,Unknown,,,"to the image indicate the main flow direction in 
the vessel (see Fig. 2.5c).
As the image is constant, the description of 
deep veins, great saphenous vein, small saphe-
nous vein, Giacomini vein, et"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 22,Unknown,,epresented as N1 | ep venous reflux. N2 | N3) towards the deep,"2.3	
Hierarchical Order 
of Emptying
Normal blood flow is from the most distal lower 
extremity towards the heart and from the most 
superficial (N3) towards the deepest compart-
ments (N2 and N1).
A"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 22,Unknown,,"ep venous system, N1","2.3.1	
Anatomical Aspects 
of the Venous Drainage
The anatomical features of the different compart-
ments influence their haemodynamics:
The deep venous system, N1, is surrounded by 
the muscle, thus"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 23,Unknown,,ep veins (N1,"15
SFJ
Groin level  
a
Thigh
SPJ
Knee
Calf
Ankle
b
SSV
SSV
deep
vein
GSV 
GSV 
AASV
Giacomini
Vein
Fig. 2.5  Schematic representation of venous networks. 
(a) Deep veins (N1) and saphenous veins (N2),"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 23,Unknown,,,"indicating orthograde emptying of the veins. GSV great 
saphenous vein, SSV small saphenous vein, SFJ sapheno-­
femoral junction, SPJ sapheno-popliteal junction. (b) 
Same representation including (a)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 23,Unknown,,,"accessory 
anterior 
saphenous 
vein 
(AASV). 
(c) 
Representation of a refluxive sapheno-femoral junction 
with reflux in the great saphenous vein until mid-thigh, 
emptying into a tributary. This tr"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 23,Unknown,,,"drainage. Same image as c, the perforator line was replaced 
by a dot. As the perforator is draining the blood to the deep 
vein—that means the flow direction is orthograde—the dot 
is represented in "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 24,Unknown,,,"16
generation after the next level of branching. 
Although this point of view is incorrect from the 
anatomical hierarchy, where the origin of the 
vein starts at the capillary level and follows the 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 24,Unknown,,ep veins (N1,"2.3.2	
Blood Flow in the Different 
Compartments
Venous flow and reflux is the base of venous 
pathology. Surprisingly only little data existed 
concerning flow velocity in healthy veins, and 
these "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 25,Unknown,,,"reflux, the velocity gradient is subverted, thus 
presenting a higher velocity in the incompetent 
tributary rather than in the saphenous trunk feed-
ing the incompetent tributary. Further investiga-
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 25,Unknown,,,"Such kinetics component subversion leads to a 
lateral pressure drop and a potential Venturi’s 
effect of aspiration from the saphenous system 
towards the incompetent varicose vein. This 
could be th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 26,Unknown,,N2 and N3) and the deep,"2.4	
Perforator Anatomy 
and Pathophysiological 
Significance
About 150 perforating veins could be found in 
anatomical studies of the legs [17]. Perforating 
veins are a group of a variable number o"
